benchmark,topology,pinning,source,allocator,instance_id,interop_threads,intraop_threads,batch_size,throughput
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,4,109.47941357036737
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,4,119.05990135218008
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,4,128.28219241673537
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,4,138.20189924425483
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,4,137.8334131124338
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,4,144.14103745028157
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,4,150.86568622226716
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,4,161.40158710719126
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,8,14.696027788597782
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,8,29.23064279547639
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,8,43.46738422680388
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,8,57.95628064967214
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,8,69.73825226428691
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,8,80.95552842384802
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,8,91.82930680981259
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,8,108.87295991046038
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,8,111.70005916755522
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,8,123.21104660356772
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,8,132.15426037856693
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,8,142.16091588931022
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,8,142.7939521730308
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,8,152.57812540141717
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,8,160.11651191806735
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,8,170.0608297045809
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,16,14.545815829270934
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,16,28.970139412963462
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,16,43.369615967509695
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,16,57.666183069788
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,16,69.8962145041186
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,16,81.18099501577022
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,16,91.76303214923861
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,16,107.5420474112414
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,16,111.52559736448248
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,16,120.9155604292833
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,16,129.97570564375613
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,16,141.82754132556056
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,16,142.81984250945263
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,16,150.59790203533416
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,16,158.44759319549237
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,16,167.64595532172638
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,32,14.467957184080735
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,32,28.765697077391284
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,32,43.304065422929575
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,32,57.63718193556718
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,32,69.76178108231427
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,32,81.00152169775666
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,32,91.06026460475722
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,32,106.35738057034068
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,32,110.91412613265098
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,32,120.58255676916899
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,32,128.65207590797564
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,32,141.06539866817573
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,32,140.816296490393
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,32,149.28978832963415
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,32,155.4993064685581
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,32,164.9469883943192
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,64,14.389732776133265
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,64,28.7401306937653
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,64,43.28741274260344
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,64,57.59762571810144
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,64,69.64846749059552
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,64,80.54826340922386
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,64,90.7945265676522
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,64,106.20184265943678
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,64,110.7560706836953
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,64,119.74183658461382
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,64,128.4673290251515
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,64,140.04624742542703
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,64,140.51701204641026
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,64,148.1109485851822
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,64,154.7303468445082
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,64,162.8358873751169
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,128,14.288141148701904
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,128,28.61365929323761
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,128,43.106476697456706
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,128,57.22216555047822
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,128,69.09326324158147
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,128,79.8265240851559
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,128,89.87340261538189
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,128,105.63657273556531
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,128,109.97409564354558
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,128,119.00827772237557
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,128,127.221553185424
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,128,138.90861350955416
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,128,139.55985164930462
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,128,146.2607633729219
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,128,153.26593302874625
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,128,161.57215138181655
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,256,14.15597659111721
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,256,28.34915729433612
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,256,42.907749916430596
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,256,57.01967763863683
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,256,68.76003006067081
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,256,79.56482366029876
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,256,89.43489912905454
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,256,105.35384249433352
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,256,107.99014435839135
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,256,118.4006287243699
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,256,125.03535640890689
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,256,138.06787175021978
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,256,138.62693226041088
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,256,145.31019612706137
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,256,151.74615628661266
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,256,160.03269413028693
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,512,14.033141070319909
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,512,28.432711829872236
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,512,42.81228173330819
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,512,56.54583074032287
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,512,68.75651392541597
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,512,79.54011834174642
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,512,88.67806865197939
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,512,105.19165186697602
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,512,109.32282524776073
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,512,118.18132104526028
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,512,126.03192550552114
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,512,137.49238013993377
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,512,138.4035827372518
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,512,144.48804004690157
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,512,150.77363677946673
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,512,159.6711504462132
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,1,1024,13.594493483170227
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,2,1024,28.27366335799072
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,3,1024,42.1375452291494
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,4,1024,56.57091962026507
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,5,1024,68.14032904674747
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,6,1024,79.38167513714981
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,7,1024,88.6957988963008
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,8,1024,103.42607599156577
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,9,1024,109.38160377525142
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,10,1024,118.4150472686285
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,11,1024,123.78282795059096
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,12,1024,130.82292830440014
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,13,1024,129.0538841107547
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,14,1024,141.35541307073925
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,15,1024,147.70928241548407
resnet_manual_script,sequential,numactl,torch,tcmalloc,1,1,16,1024,158.75755553126515
